Class,Desc,Type
10,"belts, electric, for medical purposes",specific
10,physical exercise apparatus for medical purposes,specific
10,incubators for babies,specific
10,brushes for cleaning body cavities,specific
10,"dental apparatus, electric",specific
10,testing apparatus for medical purposes / apparatus for use in medical analysis,specific
10,"filters for ultraviolet rays, for medical purposes",specific
10,fumigation apparatus for medical purposes,specific
10,corsets for medical purposes,specific
10,"contraceptives, non-chemical",specific
10,"blankets, electric, for medical purposes",specific
10,hair prostheses,specific
10,"knee bandages, orthopaedic / knee bandages, orthopedic",specific
10,lenses [intraocular prostheses] for surgical implantation / intraocular prostheses [lenses] for surgical implantation,specific
10,pads for preventing pressure sores on patient bodies,specific
10,physiotherapy apparatus,specific
10,spirometers [medical apparatus],specific
10,thermometers for medical purposes,specific
10,acupuncture needles,specific
10,clothing especially for operating rooms,specific
10,diagnostic apparatus for medical purposes,specific
10,electric acupuncture instruments,specific
10,heart pacemakers,specific
10,patient hoists / patient lifting hoists,specific
10,masks for use by medical personnel,specific
10,plaster bandages for orthopaedic purposes / plaster bandages for orthopedic purposes,specific
10,surgical drapes,specific
10,surgical implants comprised of artificial materials,specific
10,thermal packs for first aid purposes,specific
10,commode chairs,specific
10,defibrillators,specific
10,dialyzers,specific
10,medical guidewires,specific
10,orthodontic appliances,specific
10,traction apparatus for medical purposes,specific
10,containers especially made for medical waste,specific
10,slings [support bandages],specific
10,douche bags,specific
10,love dolls [sex dolls],specific
10,microdermabrasion apparatus for medical or therapeutic purposes,specific
10,body rehabilitation apparatus for medical purposes,specific
10,pulse meters,specific
10,stents,specific
10,ear plugs [hearing protection devices],specific
10,temperature indicator labels for medical purposes,specific
10,walking frames for disabled persons,specific
10,tomographs for medical purposes,specific
10,apparatus for acne treatment,specific
10,lice combs,specific
10,quad canes for medical purposes,specific
10,endoscopy cameras for medical purposes,specific
10,heart rate monitoring apparatus,specific
10,compression garments,specific
10,sex toys,specific
10,brain pacemakers,specific
10,implantable subcutaneous drug delivery devices,specific
10,biodegradable bone fixation implants,specific
10,tongue depressors for medical purposes,specific
10,nasal aspirators,specific
10,teeth protectors for dental purposes,specific
10,menstrual cups,specific
10,respiratory masks for artificial respiration,specific
10,orthodontic rubber bands,specific
10,analysers for bacterial identification for medical purposes / analyzers for bacterial identification for medical purposes,specific
10,apparatus for DNA and RNA testing for medical purposes,specific
10,apparatus for the regeneration of stem cells for medical purposes,specific
10,body fat monitors,specific
10,body composition monitors,specific
10,toe separators for orthopaedic purposes / toe separators for orthopedic purposes,specific
10,anti-rheumatism bracelets,specific
10,anti-rheumatism rings,specific
10,bracelets for medical purposes,specific
10,surgical robots,specific
10,baby feeding dummies / baby feeding pacifiers,specific
10,anti-nausea wristbands,specific
10,wheeled walkers to aid mobility,specific
10,hydrogen inhalers,specific
10,magnetic resonance imaging [MRI] apparatus for medical purposes,specific
10,air beds for medical purposes,specific
10,cooling patches for medical purposes,specific
10,cooling pads for first aid purposes,specific
10,portable hand-held urinals,specific
10,walking sticks for medical purposes / canes for medical purposes,specific
10,robotic exoskeleton suits for medical purposes,specific
10,acupressure bands,specific
10,clips for dummies / clips for pacifiers,specific
10,cholesterol meters,specific
10,patient examination gowns,specific
10,biomagnetic rings for therapeutic or medical purposes,specific
10,therapeutic facial masks,specific
10,gum massagers for babies,specific
10,pill crushers,specific
10,glucometers / glucose meters,specific
10,curing lamps for medical purposes,specific
10,bone void fillers comprised of artificial materials,specific
10,chambers for inhalers / spacers for inhalers,specific
10,medical examination tables,specific
10,nanorobots for medical purposes / nanites for medical purposes,specific
10,kinesiology tapes,specific
10,medical cooling apparatus for treating heatstroke,specific
10,medical cooling apparatus for use in therapeutic hypothermia,specific
10,pill cutters,specific
10,protective masks for medical purposes,specific
10,LED masks for therapeutic purposes,specific
10,oxygen concentrators for medical purposes,specific
10,support bandages,specific
10,laser therapy helmets for treating alopecia,specific
10,disposable steam-heated masks for therapeutic purposes,specific
10,disposable steam-heated patches for therapeutic purposes,specific
10,contraceptive implants,specific
10,intrauterine devices,specific
10,diabetic monitoring apparatus,specific
10,audiometers,specific
10,haptic suits for medical purposes,specific
10,apparatus for testing breast milk for medical purposes,specific
10,capillary tubes for medical use,specific
10,crystals for therapeutic purposes,specific
10,drug-coated stents for thrombosis / drug-eluting stents for thrombosis,specific
10,portable earpicks with endoscopy function,specific
10,electric massage guns,specific
10,neural helmets for medical purposes,specific
10,sanitary masks,specific
10,reusable sanitary masks made of gauze,specific
10,facial aesthetic treatment apparatus using ultrasonic waves,specific
10,spoons for patients with tremor,specific
10,dosage dispensers for medical use,specific
10,nebulisers for medical purposes / nebulizers for medical purposes,specific
10,filters for respiratory masks for medical purposes,specific
10,respirators for filtering air for medical purposes,specific
10,respiratory masks for medical purposes,specific
10,breathing apparatus for medical purposes,specific
10,therapeutic magnets,specific
10,massage chairs with built-in massage apparatus,specific
10,LED facial aesthetic treatment apparatus,specific
10,ear plugs for swimmers,specific
11,"watering installations, automatic",specific
11,heat accumulators,specific
11,acetylene burners,specific
11,acetylene generators,specific
11,acetylene flares,specific
11,ventilation hoods,specific
11,lighting installations for air vehicles,specific
11,hot air ovens,specific
11,air deodorizing apparatus / air deodorising apparatus,specific
11,air cooling apparatus,specific
11,filters for air conditioning,specific
11,air reheaters,specific
11,air dryers / air driers,specific
11,air-conditioning installations,specific
11,air filtering installations,specific
11,hot air apparatus,specific
11,hot air bath fittings,specific
11,friction lighters for igniting gas,specific
11,gas lighters,specific
11,light bulbs,specific
11,"light bulbs, electric",specific
11,arc lamps,specific
11,electric lamps,specific
11,structural framework for ovens,specific
11,refrigerating cabinets,specific
11,lights for vehicles,specific
11,headlights for automobiles,specific
11,coolers for furnaces / cooling vats for furnaces,specific
11,bath tubs,specific
11,bath tubs for sitz baths,specific
11,"Turkish bath cabinets, portable",specific
11,bath fittings,specific
11,heaters for baths,specific
11,bath installations / bath plumbing fixtures,specific
11,lamps,specific
11,lanterns for lighting,specific
11,lamp mantles / lamp casings,specific
11,incandescent burners,specific
11,burners for lamps,specific
11,bicycle lights,specific
11,bidets,specific
11,"boilers, other than parts of machines",specific
11,kilns,specific
11,hydrants,specific
11,radiator caps,specific
11,electric torches / electric flashlights,specific
11,water heaters,specific
11,bakers' ovens,specific
11,anti-splash tap nozzles,specific
11,roasting jacks,specific
11,roasting spits,specific
11,laboratory burners,specific
11,flare stacks for use in the oil industry,specific
11,burners,specific
11,germicidal burners,specific
11,laundry room boilers / washing coppers,specific
11,"toilets, portable",specific
11,fans [air-conditioning],specific
