Class,Desc,Type
2,"metal foil for use in painting, decorating, printing and art",specific
2,anti-tarnishing preparations for metals,specific
2,protective preparations for metals,specific
2,red lead / minium,specific
2,paper for dyeing Easter eggs,specific
2,annotto [dyestuff] / annatto [dyestuff],specific
2,saffron [colorant],specific
2,sandarac,specific
2,soot [colorant],specific
2,sumac for varnishes,specific
2,titanium dioxide [pigment],specific
2,anti-rust preparations,specific
2,primers,specific
2,whitewash,specific
2,dyewood / dye-wood,specific
2,dyewood extracts / wood dyestuffs,specific
2,carbonyl for wood preservation,specific
2,copal varnish,specific
2,lacquers,specific
2,ink for printers and photocopiers,specific
2,anti-fouling paints,specific
2,"toner cartridges, filled, for printers and photocopiers",specific
2,turpentine [thinner for paints],specific
2,repositionable paint patches,specific
2,watercolour paints for use in art / watercolor paints for use in art,specific
2,oil paints for use in art,specific
2,edible inks,specific
2,"edible ink cartridges, filled, for printers",specific
2,colorants for the restoration of furniture in the form of markers,specific
2,anti-graffiti coatings [paints],specific
2,toner for printers and photocopiers,specific
2,"ink cartridges, filled, for printers and photocopiers",specific
2,wood floor finishes,specific
2,anti-urine paints,specific
2,conductive paints,specific
2,conductive inks,specific
2,tattooing ink,specific
2,dyestuffs,specific
2,glitter for use in paint,specific
20,beehives,specific
20,display boards,specific
20,decorations of plastic for foodstuffs,specific
20,yellow amber,specific
20,stuffed animals,specific
20,beds for household pets,specific
20,nesting boxes for household pets,specific
20,kennels for household pets,specific
20,animal claws,specific
20,curtain rings,specific
20,silvered glass [mirrors],specific
20,cupboards,specific
20,medicine cabinets,specific
20,"clips, not of metal, for cables and pipes",specific
20,casks of wood for decanting wine,specific
20,"whalebone, unworked or semi-worked",specific
20,"bamboo, unworked or semi-worked",specific
20,benches [furniture],specific
20,fishing baskets,specific
20,playpens for babies,specific
20,bassinets / cradles,specific
20,library shelves,specific
20,"reels of wood for yarn, silk, cord",specific
20,bedsteads of wood,specific
20,wood ribbon,specific
20,corks for bottles,specific
20,corks,specific
20,bottle racks,specific
20,embroidery frames,specific
20,brush mountings,specific
20,sideboards,specific
20,animal horns,specific
20,desks,specific
20,office furniture,specific
20,costume stands,specific
20,artificial honeycombs for beehives,specific
20,sections of wood for beehives,specific
20,furniture,specific
20,"taps, not of metal, for casks / faucets, not of metal, for casks",specific
20,index cabinets [furniture],specific
20,filing cabinets,specific
20,imitation tortoiseshell,specific
20,screens for fireplaces [furniture],specific
20,coffins,specific
20,"coffin fittings, not of metal",specific
20,stag antlers,specific
20,chairs [seats] / seats,specific
20,chaise longues / chaise lounges,specific
20,head-rests [furniture],specific
20,hat stands,specific
20,"loading pallets, not of metal",specific
20,"loading gauge rods, not of metal, for railway wagons",specific
20,"hinges, not of metal",specific
20,display stands,specific
20,dog kennels,specific
20,coat hangers / clothes hangers,specific
20,shelves for file cabinets,specific
20,armchairs,specific
20,tailors' dummies / dressmakers' dummies / mannequins,specific
20,"containers, not of metal, for liquid fuel",specific
20,chests of drawers,specific
20,counters [tables],specific
20,"containers, not of metal [storage, transport]",specific
20,"floating containers, not of metal",specific
20,tables*,specific
20,coral,specific
20,"trays, not of metal*",specific
20,"horn, unworked or semi-worked",specific
20,corozo,specific
20,"bedding, except linen",specific
20,cushions,specific
20,mattresses*,specific
20,"coathooks, not of metal / hooks, not of metal, for clothes rails",specific
20,"vats, not of metal",specific
20,tea trolleys / tea carts,specific
20,drafting tables,specific
20,"towel dispensers, not of metal",specific
20,divans,specific
20,staves of wood,specific
20,cabinet work,specific
20,tortoiseshell,specific
20,oyster shells,specific
20,"stakes, not of metal, for plants or trees",specific
20,ladders of wood or plastics,specific
20,"mobile boarding stairs, not of metal, for passengers",specific
20,school furniture,specific
20,typing desks / shelves for typewriters,specific
20,placards of wood or plastics,specific
20,"nuts, not of metal",specific
20,meerschaum,specific
20,removable covers for sinks,specific
20,packaging containers of plastic,specific
20,"curtain holders, not of textile material",specific
20,beds*,specific
20,"reels, not of metal, non-mechanical, for flexible hoses",specific
20,stair rods,specific
20,work benches,specific
20,racks [furniture],specific
20,nesting boxes,specific
20,"fans for personal use, non-electric",specific
20,"closures, not of metal, for containers",specific
20,"furniture fittings, not of metal",specific
20,flower-stands [furniture],specific
20,flower-pot pedestals,specific
20,fodder racks,specific
20,gun racks,specific
20,"casks, not of metal",specific
20,"cask stands, not of metal",specific
20,curtain rollers,specific
20,meat safes,specific
20,"window fittings, not of metal",specific
20,"bed fittings, not of metal",specific
20,"door fittings, not of metal",specific
20,chopping blocks [tables],specific
20,crates,specific
20,covers for clothing [wardrobe],specific
20,"numberplates, not of metal / registration plates, not of metal",specific
20,furniture of metal,specific
20,rattan,specific
20,newspaper display stands,specific
20,magazine racks,specific
20,slatted indoor blinds,specific
20,washstands [furniture],specific
20,"bed casters, not of metal",specific
20,"latches, not of metal",specific
20,lecterns,specific
20,hampers [baskets] for the transport of items,specific
20,coatstands,specific
20,"transport pallets, not of metal",specific
20,"handling pallets, not of metal",specific
20,"steps [ladders], not of metal",specific
20,furniture partitions of wood / partitions of wood for furniture,specific
20,"furniture casters, not of metal",specific
20,mobiles [decoration],specific
20,standing desks,specific
20,"mother-of-pearl, unworked or semi-worked",specific
20,"nameplates, not of metal / identity plates, not of metal",specific
20,"house numbers, not of metal, non-luminous",specific
20,stuffed birds,specific
20,pillows,specific
20,"air pillows, not for medical purposes",specific
20,straw mattresses / straw mattress,specific
20,"plaited straw, except matting",specific
20,straw plaits,specific
20,straw edgings,specific
20,bakers' bread baskets,specific
20,umbrella stands,specific
20,screens [furniture],specific
20,"clothes hooks, not of metal",specific
20,bead curtains for decoration,specific
20,"tent pegs, not of metal",specific
20,table tops,specific
20,doors for furniture,specific
20,curtain rails,specific
20,furniture shelves,specific
20,edgings of plastic for furniture,specific
20,"reservoirs, not of metal nor of masonry / tanks, not of metal nor of masonry",specific
20,curtain rods,specific
20,curtain hooks,specific
20,curtain tie-backs,specific
20,reeds [plaiting materials],specific
20,animal hooves,specific
20,writing desks,specific
20,"locks, not of metal, for vehicles",specific
20,seats of metal,specific
20,sofas,specific
20,settees,specific
20,bed bases,specific
20,"valves of plastic, other than parts of machines",specific
20,"statues of wood, wax, plaster or plastic",specific
20,tables of metal,specific
20,dressing tables,specific
20,mouldings for picture frames / moldings for picture frames,specific
